,foil,isotope,fit,cov
0,Ni01,60CO,0,0
1,Ni02,60CO,0,0
2,Ni03,60CO,0,0
3,Ni04,60CO,0,0
4,Ni05,60CO,0,0
5,Ni06,60CO,0,0
6,Ni07,60CO,0,0
7,Ni08,60CO,0,0
8,Ni09,60CO,0,0
9,Ni10,60CO,0,0
10,Ni11,60CO,0,0
11,Ni12,60CO,0,0
12,Ni13,60CO,0,0
13,Ni14,60CO,0,0
